type;date;period1;period2;maturity;calendarCountry;businessDayConvention,;terminationDateBusinessDayConvention;dateGeneration;price;currency2
ois;16-04-01;2;2;2;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0012;-
ois;16-04-01;3;3;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
ois;16-04-01;4;4;4;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0021;-
ois;16-04-01;5;5;5;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
ois;16-04-01;6;6;6;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
ois;16-04-01;7;7;7;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
ois;16-04-01;8;8;8;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0082;-
ois;16-04-01;9;9;9;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0019;-
ois;16-04-01;10;10;10;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0091;-
ois;16-04-01;11;11;11;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
ois;16-04-01;12;12;12;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0062;-
ois;16-04-01;12;12;15;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01;-
ois;16-04-01;12;12;18;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0015;-
ois;16-04-01;12;12;21;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,009;-
ois;16-04-01;12;12;24;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0034;-
ois;16-04-01;12;12;36;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0069;-
ois;16-04-01;12;12;48;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0035;-
ois;16-04-01;12;12;60;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0026;-
ois;16-04-01;12;12;72;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
ois;16-04-01;12;12;84;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,002;-
ois;16-04-01;12;12;96;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
ois;16-04-01;12;12;108;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0028;-
ois;16-04-01;12;12;120;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0065;-
ois;16-04-01;12;12;144;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
ois;16-04-01;12;12;180;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0041;-
ois;16-04-01;12;12;240;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0042;-
ois;16-04-01;12;12;300;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0012;-
ois;16-04-01;12;12;360;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
ois;16-04-01;1;1;1;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0021;-
ois;16-04-01;2;2;2;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
ois;16-04-01;3;3;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
ois;16-04-01;4;4;4;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
ois;16-04-01;5;5;5;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0082;-
ois;16-04-01;6;6;6;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0019;-
ois;16-04-01;7;7;7;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0091;-
ois;16-04-01;8;8;8;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
ois;16-04-01;9;9;9;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0062;-
ois;16-04-01;10;10;10;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,01;-
ois;16-04-01;11;11;11;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0015;-
ois;16-04-01;12;12;12;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,009;-
ois;16-04-01;12;12;15;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0034;-
ois;16-04-01;12;12;18;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0069;-
ois;16-04-01;12;12;21;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0035;-
ois;16-04-01;12;12;24;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0026;-
ois;16-04-01;12;12;36;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
ois;16-04-01;12;12;48;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,002;-
ois;16-04-01;12;12;60;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
ois;16-04-01;12;12;72;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0028;-
ois;16-04-01;12;12;84;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0065;-
ois;16-04-01;12;12;96;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
ois;16-04-01;12;12;108;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0041;-
ois;16-04-01;12;12;120;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0042;-
ois;16-04-01;12;12;144;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0012;-
ois;16-04-01;12;12;180;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
ois;16-04-01;12;12;240;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0021;-
ois;16-04-01;12;12;300;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
ois;16-04-01;12;12;360;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
ois;16-04-01;1;1;1;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
ois;16-04-01;2;2;2;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0082;-
ois;16-04-01;3;3;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0019;-
ois;16-04-01;4;4;4;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0091;-
ois;16-04-01;5;5;5;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
ois;16-04-01;6;6;6;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0062;-
ois;16-04-01;7;7;7;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01;-
ois;16-04-01;8;8;8;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0015;-
ois;16-04-01;9;9;9;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,009;-
ois;16-04-01;10;10;10;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0034;-
ois;16-04-01;11;11;11;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0069;-
ois;16-04-01;12;12;12;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0035;-
ois;16-04-01;12;12;15;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0026;-
ois;16-04-01;12;12;18;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
ois;16-04-01;12;12;21;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,002;-
ois;16-04-01;12;12;24;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
ois;16-04-01;12;12;36;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0028;-
ois;16-04-01;12;12;48;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0065;-
ois;16-04-01;12;12;60;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
ois;16-04-01;12;12;72;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0041;-
ois;16-04-01;12;12;84;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0042;-
ois;16-04-01;12;12;96;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0012;-
ois;16-04-01;12;12;108;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
ois;16-04-01;12;12;120;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0021;-
ois;16-04-01;12;12;144;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
ois;16-04-01;12;12;180;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
ois;16-04-01;12;12;240;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
ois;16-04-01;12;12;300;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0082;-
ois;16-04-01;12;12;360;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0019;-
irs;16-04-01;12;3;12;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0091;-
irs;16-04-01;12;3;15;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
irs;16-04-01;12;3;18;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0062;-
irs;16-04-01;12;3;21;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,01;-
irs;16-04-01;12;3;24;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0015;-
irs;16-04-01;12;3;36;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,009;-
irs;16-04-01;12;3;48;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0034;-
irs;16-04-01;12;3;60;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0069;-
irs;16-04-01;12;3;72;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0035;-
irs;16-04-01;12;3;84;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0026;-
irs;16-04-01;12;3;96;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
irs;16-04-01;12;3;108;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,002;-
irs;16-04-01;12;3;120;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
irs;16-04-01;12;3;132;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0028;-
irs;16-04-01;12;3;144;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0065;-
irs;16-04-01;12;3;180;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
irs;16-04-01;12;3;240;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0041;-
irs;16-04-01;12;3;300;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0042;-
irs;16-04-01;12;3;360;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0012;-
irs;16-04-01;6;3;12;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
irs;16-04-01;6;3;24;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0021;-
irs;16-04-01;6;3;36;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
irs;16-04-01;6;3;48;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
irs;16-04-01;6;3;60;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
irs;16-04-01;6;3;72;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0082;-
irs;16-04-01;6;3;84;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0019;-
irs;16-04-01;6;3;96;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0091;-
irs;16-04-01;6;3;108;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
irs;16-04-01;6;3;120;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0062;-
irs;16-04-01;6;3;144;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01;-
irs;16-04-01;6;3;180;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0015;-
irs;16-04-01;6;3;240;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,009;-
irs;16-04-01;6;3;300;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0034;-
irs;16-04-01;6;3;360;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0069;-
irs;16-04-01;6;6;18;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0035;-
irs;16-04-01;6;6;24;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0026;-
irs;16-04-01;6;6;36;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
irs;16-04-01;6;6;48;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,002;-
irs;16-04-01;6;6;60;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
irs;16-04-01;6;6;72;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0028;-
irs;16-04-01;6;6;84;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0065;-
irs;16-04-01;6;6;96;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
irs;16-04-01;6;6;108;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0041;-
irs;16-04-01;6;6;120;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0042;-
irs;16-04-01;6;6;132;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0012;-
irs;16-04-01;6;6;144;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
irs;16-04-01;6;6;180;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0021;-
irs;16-04-01;6;6;240;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
irs;16-04-01;6;6;300;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
irs;16-04-01;6;6;360;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
irs;16-04-01;12;3;12;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0082;-
irs;16-04-01;12;3;24;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0019;-
irs;16-04-01;12;3;36;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0091;-
irs;16-04-01;12;3;48;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
irs;16-04-01;12;3;60;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0062;-
irs;16-04-01;12;3;72;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01;-
irs;16-04-01;12;3;84;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0015;-
irs;16-04-01;12;3;96;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,009;-
irs;16-04-01;12;3;108;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0034;-
irs;16-04-01;12;3;120;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0069;-
irs;16-04-01;12;3;132;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0035;-
irs;16-04-01;12;3;144;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0026;-
irs;16-04-01;12;3;180;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
irs;16-04-01;12;3;240;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,002;-
irs;16-04-01;12;3;300;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
irs;16-04-01;12;3;360;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0028;-
ccs;16-04-01;3;3;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0065;SEK
ccs;16-04-01;3;3;6;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;SEK
ccs;16-04-01;3;3;9;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0041;SEK
ccs;16-04-01;3;3;12;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0042;SEK
ccs;16-04-01;3;3;18;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0012;SEK
ccs;16-04-01;3;3;24;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;SEK
ccs;16-04-01;3;3;36;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0021;SEK
ccs;16-04-01;3;3;48;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;SEK
ccs;16-04-01;3;3;60;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;SEK
ccs;16-04-01;3;3;72;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;SEK
ccs;16-04-01;3;3;84;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0082;SEK
ccs;16-04-01;3;3;96;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0019;SEK
ccs;16-04-01;3;3;108;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0091;SEK
ccs;16-04-01;3;3;120;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;SEK
ccs;16-04-01;3;3;144;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0062;SEK
ccs;16-04-01;3;3;180;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,01;SEK
ccs;16-04-01;3;3;240;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0015;SEK
ccs;16-04-01;3;3;300;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,009;SEK
ccs;16-04-01;3;3;360;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0034;SEK
ccs;16-04-01;3;3;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0069;USD
ccs;16-04-01;3;3;6;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0035;USD
ccs;16-04-01;3;3;9;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0026;USD
ccs;16-04-01;3;3;12;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;USD
ccs;16-04-01;3;3;18;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,002;USD
ccs;16-04-01;3;3;24;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;USD
ccs;16-04-01;3;3;36;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0028;USD
ccs;16-04-01;3;3;48;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0065;USD
ccs;16-04-01;3;3;60;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;USD
ccs;16-04-01;3;3;72;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0041;USD
ccs;16-04-01;3;3;84;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0042;USD
ccs;16-04-01;3;3;96;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0012;USD
ccs;16-04-01;3;3;108;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;USD
ccs;16-04-01;3;3;120;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0021;USD
ccs;16-04-01;3;3;144;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;USD
ccs;16-04-01;3;3;180;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;USD
ccs;16-04-01;3;3;240;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;USD
ccs;16-04-01;3;3;300;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0082;USD
ccs;16-04-01;3;3;360;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0019;USD
ccs;16-04-01;12;12;12;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0091;SEK
ccs;16-04-01;12;12;24;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;SEK
ccs;16-04-01;12;12;36;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0062;SEK
ccs;16-04-01;12;12;48;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01;SEK
ccs;16-04-01;12;12;60;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0015;SEK
ccs;16-04-01;12;12;84;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,009;SEK
ccs;16-04-01;12;12;120;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0034;SEK
ccs;16-04-01;12;12;180;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0069;SEK
ccs;16-04-01;12;12;240;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0035;SEK
ccs;16-04-01;12;12;360;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0026;SEK
ts;16-04-01;3;6;12;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
ts;16-04-01;3;6;24;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0041;-
ts;16-04-01;3;6;36;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0042;-
ts;16-04-01;3;6;48;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0012;-
ts;16-04-01;3;6;60;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0002;-
ts;16-04-01;3;6;72;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0021;-
ts;16-04-01;3;6;84;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
ts;16-04-01;3;6;96;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0031;-
ts;16-04-01;3;6;108;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0018;-
ts;16-04-01;3;6;120;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0082;-
ts;16-04-01;3;6;144;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0019;-
ts;16-04-01;3;6;180;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0091;-
ts;16-04-01;3;6;240;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0033;-
ts;16-04-01;3;6;300;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0062;-
ts;16-04-01;3;6;360;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,01;-
fra;16-04-01;1;4;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01;
fra;16-04-01;2;5;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01;
fra;16-04-01;3;6;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01;
fra;16-04-01;1;7;6;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01;
fra;16-04-01;2;8;6;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01;
