type;date;period1;period2;maturity;calendarCountry;businessDayConvention,;terminationDateBusinessDayConvention;dateGeneration;price;currency2
ois;16-05-12;12;12;84;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00054;-
ois;16-05-12;12;12;96;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00068;-
ois;16-05-12;12;12;108;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00181;-
ois;16-05-12;12;12;120;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,002925;-
ois;16-05-12;12;12;132;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00393;-
ois;16-05-12;12;12;144;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00489;-
ois;16-05-12;12;12;180;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00692;-
ois;16-05-12;12;12;240;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00873;-
ois;16-05-12;12;12;300;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00937;-
ois;16-05-12;12;12;360;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00937;-
ois;16-05-12;1;1;1;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00361;-
ois;16-05-12;2;2;2;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00371;-
ois;16-05-12;3;3;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00384;-
ois;16-05-12;4;4;4;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00391;-
ois;16-05-12;5;5;5;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00406;-
ois;16-05-12;6;6;6;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00418;-
ois;16-05-12;7;7;7;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00428;-
ois;16-05-12;8;8;8;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00443;-
ois;16-05-12;9;9;9;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00456;-
ois;16-05-12;10;10;10;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00465;-
ois;16-05-12;11;11;11;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,004785;-
ois;16-05-12;12;12;12;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00487;-
ois;16-05-12;12;12;15;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0052;-
ois;16-05-12;12;12;18;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00547;-
ois;16-05-12;12;12;21;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00573;-
ois;16-05-12;12;12;24;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,005965;-
ois;16-05-12;12;12;36;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00683;-
ois;16-05-12;12;12;48;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00776;-
ois;16-05-12;12;12;60;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00864;-
ois;16-05-12;12;12;72;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00954;-
ois;16-05-12;12;12;84;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01038;-
ois;16-05-12;12;12;96;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01115;-
ois;16-05-12;12;12;108;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01187;-
ois;16-05-12;12;12;120;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01255;-
ois;16-05-12;12;12;144;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01375;-
ois;16-05-12;12;12;180;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01504;-
ois;16-05-12;12;12;240;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01633;-
ois;16-05-12;12;12;300;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01694;-
ois;16-05-12;12;12;360;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01725;-
ois;16-05-12;1;1;1;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00462;-
ois;16-05-12;2;2;2;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,004604;-
ois;16-05-12;3;3;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,004447;-
ois;16-05-12;4;4;4;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0043;-
ois;16-05-12;5;5;5;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00419;-
ois;16-05-12;6;6;6;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,004128;-
ois;16-05-12;7;7;7;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00408;-
ois;16-05-12;8;8;8;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00404;-
ois;16-05-12;9;9;9;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00403;-
ois;16-05-12;10;10;10;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00401;-
ois;16-05-12;11;11;11;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00401;-
ois;16-05-12;12;12;12;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00399;-
ois;16-05-12;12;12;15;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00403;-
ois;16-05-12;12;12;18;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0041;-
ois;16-05-12;12;12;21;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0042;-
ois;16-05-12;12;12;24;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00433;-
ois;16-05-12;12;12;36;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00516;-
ois;16-05-12;12;12;48;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00559;-
ois;16-05-12;12;12;60;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00644;-
ois;16-05-12;12;12;72;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0074;-
ois;16-05-12;12;12;84;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00843;-
ois;16-05-12;12;12;96;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00941;-
ois;16-05-12;12;12;108;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,01032;-
ois;16-05-12;12;12;120;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,01114;-
ois;16-05-12;12;12;144;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,01252;-
ois;16-05-12;12;12;180;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0139;-
ois;16-05-12;12;12;240;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,01493;-
ois;16-05-12;12;12;300;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,01516;-
ois;16-05-12;12;12;360;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0152;-
ois;16-05-12;1;1;1;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0055;-
ois;16-05-12;2;2;2;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0055;-
ois;16-05-12;3;3;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0055;-
ois;16-05-12;6;6;6;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0055;-
ois;16-05-12;9;9;9;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0055;-
ois;16-05-12;12;12;12;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00535;-
ois;16-05-12;12;12;15;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00518;-
ois;16-05-12;12;12;18;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00495;-
ois;16-05-12;12;12;24;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00432;-
ois;16-05-12;12;12;36;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0027;-
ois;16-05-12;12;12;48;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0006;-
ois;16-05-12;12;12;60;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0014;-
ois;16-05-12;12;12;72;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0034;-
ois;16-05-12;12;12;84;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00525;-
ois;16-05-12;12;12;96;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00685;-
ois;16-05-12;12;12;108;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00825;-
ois;16-05-12;12;12;120;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00945;-
ois;16-05-12;12;12;144;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0115;-
ois;16-05-12;12;12;180;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0138;-
ois;16-05-12;12;12;240;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01615;-
ois;16-05-12;12;12;300;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0176;-
ois;16-05-12;12;12;360;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,018;-
irs;16-05-12;12;3;12;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,002775;-
irs;16-05-12;12;3;15;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00283;-
irs;16-05-12;12;3;18;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,002863;-
irs;16-05-12;12;3;21;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,0029;-
irs;16-05-12;12;3;24;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,002735;-
irs;16-05-12;12;3;36;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,002695;-
irs;16-05-12;12;3;48;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,002195;-
irs;16-05-12;12;3;60;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00143;-
irs;16-05-12;12;3;72;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,000425;-
irs;16-05-12;12;3;84;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00071;-
irs;16-05-12;12;3;96;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00194;-
irs;16-05-12;12;3;108;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00314;-
irs;16-05-12;12;3;120;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00424;-
irs;16-05-12;12;3;132;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,005239;-
irs;16-05-12;12;3;144;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00615;-
irs;16-05-12;12;3;180;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00821;-
irs;16-05-12;12;3;240;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00991;-
irs;16-05-12;12;3;300;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,01043;-
irs;16-05-12;12;3;360;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,01054;-
irs;16-05-12;6;3;12;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00753;-
irs;16-05-12;6;3;24;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0088025;-
irs;16-05-12;6;3;36;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,009843;-
irs;16-05-12;6;3;48;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,010882;-
irs;16-05-12;6;3;60;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,011887;-
irs;16-05-12;6;3;72;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01283;-
irs;16-05-12;6;3;84;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0137225;-
irs;16-05-12;6;3;96;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0145185;-
irs;16-05-12;6;3;108;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0152685;-
irs;16-05-12;6;3;120;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0159725;-
irs;16-05-12;6;3;144;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01724;-
irs;16-05-12;6;3;180;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01858;-
irs;16-05-12;6;3;240;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,01994;-
irs;16-05-12;6;3;300;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0205;-
irs;16-05-12;6;3;360;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,02094;-
irs;16-05-12;6;6;18;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00751;-
irs;16-05-12;6;6;24;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,007815;-
irs;16-05-12;6;6;36;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,008493;-
irs;16-05-12;6;6;48;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,009248;-
irs;16-05-12;6;6;60;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,010084;-
irs;16-05-12;6;6;72;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,011004;-
irs;16-05-12;6;6;84;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,011959;-
irs;16-05-12;6;6;96;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,01285;-
irs;16-05-12;6;6;108;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,01365;-
irs;16-05-12;6;6;120;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,01434;-
irs;16-05-12;6;6;132;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,01503;-
irs;16-05-12;6;6;144;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0154675;-
irs;16-05-12;6;6;180;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0165145;-
irs;16-05-12;6;6;240;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,017165;-
irs;16-05-12;6;6;300;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0171275;-
irs;16-05-12;6;6;360;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,016965;-
irs;16-05-12;12;3;12;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00435;-
irs;16-05-12;12;3;24;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,003075;-
irs;16-05-12;12;3;36;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,001375;-
irs;16-05-12;12;3;48;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0006;-
irs;16-05-12;12;3;60;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00265;-
irs;16-05-12;12;3;72;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00483;-
irs;16-05-12;12;3;84;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0067;-
irs;16-05-12;12;3;96;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00843;-
irs;16-05-12;12;3;108;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00993;-
irs;16-05-12;12;3;120;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01117;-
irs;16-05-12;12;3;144;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01328;-
irs;16-05-12;12;3;180;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01568;-
irs;16-05-12;12;3;240;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01805;-
irs;16-05-12;12;3;300;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,019575;-
irs;16-05-12;12;3;360;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01998;-
ccs;16-05-12;3;3;12;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00085;SEK
ccs;16-05-12;3;3;24;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,001575;SEK
ccs;16-05-12;3;3;36;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0022;SEK
ccs;16-05-12;3;3;48;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00285;SEK
ccs;16-05-12;3;3;60;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00345;SEK
ccs;16-05-12;3;3;84;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00435;SEK
ccs;16-05-12;3;3;120;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0048;SEK
ccs;16-05-12;3;3;180;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,004925;SEK
ccs;16-05-12;3;3;240;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00485;SEK
ccs;16-05-12;3;3;12;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,002162;SEK
ccs;16-05-12;3;3;24;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001887;SEK
ccs;16-05-12;3;3;36;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001638;SEK
ccs;16-05-12;3;3;48;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,00135;SEK
ccs;16-05-12;3;3;60;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001075;SEK
ccs;16-05-12;3;3;84;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,000375;SEK
ccs;16-05-12;3;3;120;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,000187;SEK
ccs;16-05-12;3;3;180;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0009;SEK
ccs;16-05-12;3;3;240;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,001375;SEK
ccs;16-05-12;3;3;360;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00216;SEK
ccs;16-05-12;3;3;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,0008;GBP
ccs;16-05-12;3;3;6;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001025;GBP
ccs;16-05-12;3;3;9;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001125;GBP
ccs;16-05-12;3;3;12;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,00115;GBP
ccs;16-05-12;3;3;18;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,00115;GBP
ccs;16-05-12;3;3;24;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001175;GBP
ccs;16-05-12;3;3;36;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001125;GBP
ccs;16-05-12;3;3;48;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,0011;GBP
ccs;16-05-12;3;3;60;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001075;GBP
ccs;16-05-12;3;3;72;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,00105;GBP
ccs;16-05-12;3;3;84;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,000975;GBP
ccs;16-05-12;3;3;96;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,000975;GBP
ccs;16-05-12;3;3;108;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001;GBP
ccs;16-05-12;3;3;120;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001075;GBP
ccs;16-05-12;3;3;144;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,00135;GBP
ccs;16-05-12;3;3;180;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001725;GBP
ccs;16-05-12;3;3;240;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,0021;GBP
ccs;16-05-12;3;3;300;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,0021;GBP
ccs;16-05-12;3;3;360;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001925;GBP
ccs;16-05-12;3;3;12;GBP;ModifiedFollowing;ModifiedFollowing;Forward;-0,001012;SEK
ccs;16-05-12;3;3;24;GBP;ModifiedFollowing;ModifiedFollowing;Forward;-0,000712;SEK
ccs;16-05-12;3;3;36;GBP;ModifiedFollowing;ModifiedFollowing;Forward;-0,000513;SEK
ccs;16-05-12;3;3;48;GBP;ModifiedFollowing;ModifiedFollowing;Forward;-0,00025;SEK
ccs;16-05-12;3;3;60;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0;SEK
ccs;16-05-12;3;3;84;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0006;SEK
ccs;16-05-12;3;3;120;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001262;SEK
ccs;16-05-12;3;3;180;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,002625;SEK
ccs;16-05-12;3;3;240;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,003475;SEK
ccs;16-05-12;3;3;360;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,004085;SEK
ts;16-05-12;3;6;12;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00142;-
ts;16-05-12;3;6;24;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001375;-
ts;16-05-12;3;6;36;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00133;-
ts;16-05-12;3;6;48;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0013;-
ts;16-05-12;3;6;60;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00125;-
ts;16-05-12;3;6;72;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00122;-
ts;16-05-12;3;6;84;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00117;-
ts;16-05-12;3;6;96;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001125;-
ts;16-05-12;3;6;108;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001075;-
ts;16-05-12;3;6;120;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00102;-
ts;16-05-12;3;6;144;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00093;-
ts;16-05-12;3;6;180;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0008;-
ts;16-05-12;3;6;240;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00064;-
ts;16-05-12;3;6;300;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00054;-
ts;16-05-12;3;6;360;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,000465;-
fra;16-05-12;1;4;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00258;-
fra;16-05-12;2;5;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,0026;-
fra;16-05-12;3;6;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00268;-
fra;16-05-12;4;7;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,0028;-
fra;16-05-12;5;8;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,0028;-
fra;16-05-12;6;9;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,0029;-
fra;16-05-12;1;7;6;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00139;-
fra;16-05-12;2;8;6;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,0015;-
fra;16-05-12;3;9;6;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00151;-
fra;16-05-12;1;4;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,006511;-
fra;16-05-12;2;5;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,006853;-
fra;16-05-12;3;6;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,007103;-
fra;16-05-12;4;7;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,007471;-
fra;16-05-12;5;8;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,007757;-
fra;16-05-12;6;9;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,008064;-
fra;16-05-12;1;7;6;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,009264;-
fra;16-05-12;2;8;6;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,009509;-
fra;16-05-12;3;9;6;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00977;-
fra;16-05-12;1;4;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0059;-
fra;16-05-12;2;5;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0059;-
fra;16-05-12;3;6;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0058;-
fra;16-05-12;4;7;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,005758;-
fra;16-05-12;5;8;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,005807;-
fra;16-05-12;6;9;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,005874;-
fra;16-05-12;1;7;6;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0073;-
fra;16-05-12;2;8;6;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0073;-
fra;16-05-12;3;9;6;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0073;-
fra;16-05-12;1;4;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0043;-
fra;16-05-12;2;5;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0044;-
fra;16-05-12;3;6;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0043;-
fra;16-05-12;4;7;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00365;-
fra;16-05-12;5;8;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00295;-
fra;16-05-12;6;9;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00215;-
